job_id,job_title,company_id,country_id,platform_id,experience_level,employment_type,salary_min_usd,salary_max_usd,remote_option,applicants_estimate,average_salary_usd
JOB-23616,Data Engineer,14,2,1006,Lead,Full-time,175305,209408,Remote,397,192357
JOB-23617,Business Intelligence Analyst,17,13,1004,Lead,Full-time,68010,94036,Remote,407,81023
JOB-23618,Data Scientist,6,10,1004,Senior,Contract,98329,123535,Hybrid,179,110932
JOB-23619,Business Intelligence Analyst,16,9,1005,Entry,Part-time,81209,90171,Remote,424,85690
JOB-23620,AI Engineer,6,4,1006,Mid,Contract,98651,133511,Remote,256,116081
JOB-23621,Analytics Engineer,2,7,1002,Mid,Contract,161576,167896,Remote,272,164736
JOB-23622,AI Engineer,6,13,1006,Entry,Contract,95303,119184,Onsite,420,107244
JOB-23623,AI Engineer,12,7,1003,Senior,Part-time,177647,192500,Hybrid,184,185074
JOB-23624,Senior Data Engineer,1,13,1002,Senior,Contract,102847,135575,Onsite,236,119211
JOB-23625,AI Engineer,15,6,1004,Entry,Part-time,139723,154168,Hybrid,24,146946
JOB-23626,Senior Data Analyst,3,2,1001,Lead,Full-time,80364,96401,Hybrid,388,88383
JOB-23627,AI Engineer,9,4,1004,Lead,Part-time,155027,186235,Onsite,593,170631
JOB-23628,Data Analyst,10,11,1001,Mid,Full-time,56791,90796,Onsite,451,73794
JOB-23629,Data Engineer,8,13,1006,Lead,Part-time,149766,175042,Remote,495,162404
JOB-23630,Senior Data Scientist,18,10,1002,Mid,Contract,97669,123746,Hybrid,78,110708
JOB-23631,Data Scientist,4,6,1006,Mid,Full-time,87926,114943,Remote,29,101435
JOB-23632,Data Engineer,14,12,1002,Mid,Part-time,170244,204156,Hybrid,196,187200
JOB-23633,Senior Data Engineer,5,6,1006,Entry,Contract,149867,181882,Remote,506,165875
JOB-23634,Business Intelligence Analyst,2,6,1003,Entry,Part-time,46912,81264,Remote,578,64088
JOB-23635,Business Intelligence Analyst,1,8,1005,Entry,Full-time,75214,93930,Remote,187,84572
JOB-23636,Machine Learning Engineer,11,10,1003,Senior,Part-time,119373,153713,Hybrid,467,136543
JOB-23637,Data Analyst,8,8,1005,Lead,Part-time,80311,94513,Remote,129,87412
JOB-23638,Data Analyst,12,13,1001,Senior,Part-time,53053,87303,Hybrid,480,70178
JOB-23639,Analytics Engineer,14,4,1002,Lead,Full-time,158147,183703,Remote,594,170925
JOB-23640,Analytics Engineer,11,3,1005,Senior,Contract,154815,161149,Hybrid,328,157982
JOB-23641,Machine Learning Engineer,6,8,1006,Senior,Contract,148734,160875,Remote,255,154805
JOB-23642,Business Intelligence Analyst,11,6,1004,Mid,Full-time,87397,109511,Onsite,263,98454
JOB-23643,Senior Data Scientist,2,8,1005,Entry,Part-time,116282,126977,Hybrid,289,121630
JOB-23644,Business Intelligence Analyst,8,5,1006,Lead,Part-time,87300,95500,Onsite,405,91400
JOB-23645,Senior Data Scientist,9,12,1005,Senior,Full-time,148434,176086,Onsite,482,162260
JOB-23646,Senior Data Scientist,7,7,1001,Mid,Part-time,106791,117373,Remote,347,112082
JOB-23647,Data Scientist,5,1,1001,Mid,Contract,139507,156556,Remote,595,148032
JOB-23648,Analytics Engineer,8,3,1002,Senior,Contract,132966,147145,Hybrid,180,140056
JOB-23649,Machine Learning Engineer,20,1,1001,Entry,Full-time,132896,143927,Hybrid,583,138412
JOB-23650,Machine Learning Engineer,7,8,1005,Senior,Contract,146524,169724,Remote,597,158124
JOB-23651,Machine Learning Engineer,11,10,1001,Lead,Full-time,174228,199147,Onsite,189,186688
JOB-23652,Analytics Engineer,4,7,1003,Mid,Contract,128380,142773,Hybrid,58,135577
JOB-23653,Data Scientist,8,13,1002,Entry,Contract,111243,137772,Hybrid,45,124508
JOB-23654,Senior Data Analyst,19,9,1004,Entry,Part-time,66914,98689,Onsite,163,82802
JOB-23655,Analytics Engineer,15,6,1002,Senior,Contract,145789,179066,Onsite,562,162428
JOB-23656,AI Engineer,7,8,1001,Entry,Full-time,153675,179693,Remote,121,166684
JOB-23657,Senior Data Analyst,10,7,1005,Senior,Contract,84826,108725,Remote,114,96776
JOB-23658,Senior Data Scientist,15,8,1006,Lead,Full-time,146348,180594,Remote,15,163471
JOB-23659,Senior Data Analyst,6,13,1006,Entry,Full-time,49416,65028,Remote,42,57222
JOB-23660,Machine Learning Engineer,11,8,1002,Lead,Part-time,165523,187825,Hybrid,58,176674
JOB-23661,Analytics Engineer,12,3,1006,Senior,Part-time,164560,187440,Remote,562,176000
JOB-23662,Senior Data Scientist,11,11,1005,Mid,Full-time,110331,130104,Hybrid,142,120218
JOB-23663,Senior Data Scientist,16,9,1002,Entry,Full-time,92019,120100,Remote,339,106060
JOB-23664,Senior Data Engineer,11,11,1006,Entry,Part-time,125119,131684,Hybrid,353,128402
JOB-23665,Analytics Engineer,16,10,1006,Mid,Contract,141478,155933,Hybrid,548,148706
JOB-23666,Analytics Engineer,9,8,1004,Lead,Part-time,144880,151183,Remote,152,148032
JOB-23667,AI Engineer,11,5,1002,Senior,Full-time,151249,185471,Hybrid,151,168360
JOB-23668,Data Analyst,19,8,1005,Entry,Contract,71054,83111,Onsite,533,77083
JOB-23669,Senior Data Scientist,12,13,1006,Senior,Full-time,99560,106908,Remote,382,103234
JOB-23670,Senior Data Scientist,13,5,1002,Senior,Full-time,90654,125572,Onsite,411,108113
JOB-23671,Machine Learning Engineer,14,3,1005,Senior,Part-time,168248,180506,Remote,182,174377
JOB-23672,Machine Learning Engineer,1,9,1003,Lead,Full-time,167852,190655,Onsite,195,179254
JOB-23673,Data Analyst,17,12,1004,Entry,Contract,46289,80594,Onsite,133,63442
JOB-23674,Senior Data Engineer,9,5,1005,Entry,Full-time,129457,158636,Hybrid,79,144047
JOB-23675,Data Engineer,4,12,1002,Lead,Part-time,146701,172624,Remote,378,159663
JOB-23676,Machine Learning Engineer,6,3,1006,Mid,Contract,99540,105399,Onsite,255,102470
JOB-23677,Data Analyst,7,9,1005,Entry,Contract,60440,69833,Hybrid,463,65137
JOB-23678,Data Scientist,19,4,1001,Lead,Part-time,83197,105075,Remote,201,94136
JOB-23679,Analytics Engineer,18,9,1002,Entry,Part-time,138874,166450,Onsite,59,152662
JOB-23680,Business Intelligence Analyst,12,8,1002,Entry,Full-time,87482,98837,Hybrid,480,93160
JOB-23681,Senior Data Analyst,2,2,1005,Senior,Part-time,60369,81918,Hybrid,410,71144
JOB-23682,Data Scientist,5,6,1004,Lead,Full-time,89466,96688,Remote,502,93077
JOB-23683,AI Engineer,9,3,1002,Mid,Contract,143987,157911,Remote,78,150949
JOB-23684,Senior Data Scientist,16,2,1004,Mid,Contract,102307,112169,Hybrid,466,107238
JOB-23685,Data Engineer,17,5,1002,Mid,Part-time,171746,185626,Hybrid,559,178686
JOB-23686,Data Engineer,2,6,1002,Entry,Part-time,96135,112259,Onsite,328,104197
JOB-23687,Data Scientist,6,10,1002,Entry,Full-time,84475,101710,Onsite,399,93093
JOB-23688,Analytics Engineer,2,6,1005,Senior,Part-time,173033,205845,Hybrid,147,189439
JOB-23689,Data Analyst,12,2,1005,Senior,Part-time,60332,93911,Onsite,359,77122
JOB-23690,Analytics Engineer,19,2,1004,Entry,Part-time,159556,179434,Onsite,475,169495
JOB-23691,Senior Data Scientist,11,5,1001,Lead,Full-time,121122,152591,Hybrid,198,136857
JOB-23692,Data Engineer,16,4,1001,Lead,Full-time,134078,159759,Hybrid,102,146919
JOB-23693,Senior Data Analyst,6,3,1003,Senior,Contract,89602,113543,Onsite,349,101573
JOB-23694,Analytics Engineer,8,10,1006,Entry,Full-time,166525,174792,Hybrid,444,170659
JOB-23695,Senior Data Engineer,15,4,1005,Senior,Part-time,168029,185745,Remote,553,176887
JOB-23696,Analytics Engineer,8,6,1006,Senior,Contract,114960,148090,Remote,538,131525
JOB-23697,Data Engineer,1,6,1002,Mid,Part-time,162216,191415,Remote,465,176816
JOB-23698,Data Analyst,13,4,1005,Senior,Contract,73577,91684,Hybrid,526,82631
JOB-23699,Senior Data Scientist,3,5,1004,Mid,Contract,123541,137125,Remote,559,130333
JOB-23700,Analytics Engineer,12,11,1005,Lead,Contract,116564,125244,Hybrid,35,120904
JOB-23701,Analytics Engineer,8,10,1001,Senior,Part-time,128133,136111,Remote,264,132122
JOB-23702,Data Analyst,11,1,1003,Mid,Contract,80379,88268,Remote,483,84324
JOB-23703,Machine Learning Engineer,13,13,1004,Senior,Full-time,166574,178243,Onsite,105,172409
JOB-23704,Data Engineer,17,9,1006,Entry,Part-time,97369,107960,Remote,533,102665
JOB-23705,Analytics Engineer,2,1,1002,Senior,Full-time,112245,127947,Onsite,575,120096
JOB-23706,Machine Learning Engineer,13,10,1002,Entry,Full-time,165115,186044,Hybrid,475,175580
JOB-23707,AI Engineer,11,9,1006,Senior,Part-time,109768,115440,Hybrid,252,112604
JOB-23708,Machine Learning Engineer,4,5,1004,Entry,Contract,167074,197929,Remote,115,182502
JOB-23709,Senior Data Engineer,17,11,1004,Mid,Full-time,122297,130341,Onsite,27,126319
JOB-23710,AI Engineer,18,2,1001,Senior,Full-time,122265,148992,Onsite,344,135629
JOB-23711,AI Engineer,20,9,1002,Entry,Contract,101874,122726,Onsite,568,112300
JOB-23712,Machine Learning Engineer,3,6,1001,Mid,Part-time,164550,179800,Onsite,393,172175
JOB-23713,Machine Learning Engineer,8,9,1002,Lead,Contract,107204,138562,Onsite,293,122883
JOB-23714,Senior Data Scientist,15,8,1005,Lead,Full-time,135873,155556,Onsite,539,145715
JOB-23715,Data Engineer,2,10,1004,Lead,Contract,104827,127966,Remote,294,116397
JOB-23716,Data Scientist,20,4,1004,Lead,Full-time,109813,141742,Remote,563,125778
JOB-23717,Business Intelligence Analyst,3,12,1003,Senior,Full-time,48877,65147,Remote,62,57012
JOB-23718,Senior Data Scientist,20,1,1001,Lead,Part-time,128689,151902,Remote,435,140296
JOB-23719,Data Engineer,19,1,1004,Entry,Part-time,148650,173355,Onsite,56,161003
JOB-23720,Analytics Engineer,12,7,1002,Entry,Full-time,120510,129700,Hybrid,212,125105
JOB-23721,AI Engineer,12,13,1006,Entry,Full-time,108792,120788,Onsite,178,114790
JOB-23722,Data Scientist,9,12,1004,Entry,Contract,148406,156708,Onsite,268,152557
JOB-23723,Data Scientist,19,11,1003,Senior,Contract,146255,173581,Hybrid,432,159918
JOB-23724,Data Analyst,13,12,1006,Entry,Part-time,47431,64451,Hybrid,199,55941
JOB-23725,Data Scientist,11,8,1006,Lead,Part-time,90118,115642,Onsite,410,102880
JOB-23726,Analytics Engineer,4,3,1001,Senior,Part-time,102184,126699,Onsite,231,114442
JOB-23727,Senior Data Engineer,19,4,1003,Entry,Contract,150561,164572,Remote,228,157567
JOB-23728,Senior Data Scientist,10,8,1001,Lead,Part-time,144058,154335,Hybrid,313,149197
JOB-23729,Machine Learning Engineer,3,2,1001,Senior,Full-time,121807,150786,Onsite,599,136297
JOB-23730,Senior Data Analyst,18,10,1002,Mid,Contract,69240,83691,Remote,386,76466
JOB-23731,Data Analyst,12,3,1004,Mid,Part-time,56059,87674,Remote,341,71867
JOB-23732,AI Engineer,13,5,1002,Mid,Part-time,140826,165771,Remote,250,153299
JOB-23733,Senior Data Scientist,7,3,1006,Entry,Part-time,89022,111490,Hybrid,308,100256
JOB-23734,Data Scientist,16,7,1004,Senior,Contract,86447,91705,Remote,378,89076
JOB-23735,Machine Learning Engineer,9,13,1003,Mid,Full-time,142263,157238,Onsite,201,149751
JOB-23736,Analytics Engineer,1,12,1002,Senior,Full-time,129878,152739,Onsite,89,141309
JOB-23737,Business Intelligence Analyst,13,3,1003,Entry,Part-time,60483,82143,Hybrid,157,71313
JOB-23738,Business Intelligence Analyst,13,11,1005,Entry,Full-time,66303,82575,Remote,342,74439
JOB-23739,Senior Data Engineer,2,5,1002,Mid,Contract,125077,157438,Hybrid,323,141258
JOB-23740,Machine Learning Engineer,2,1,1003,Lead,Contract,148787,182275,Hybrid,481,165531
JOB-23741,Business Intelligence Analyst,15,11,1005,Senior,Contract,75926,94427,Onsite,311,85177
JOB-23742,AI Engineer,18,1,1003,Lead,Full-time,172380,190656,Remote,452,181518
JOB-23743,Analytics Engineer,5,12,1003,Lead,Full-time,175998,186374,Remote,287,181186
JOB-23744,Data Analyst,15,4,1002,Senior,Full-time,55558,87490,Onsite,488,71524
JOB-23745,Data Scientist,2,1,1002,Mid,Contract,106622,137965,Remote,519,122294
JOB-23746,Data Analyst,6,1,1003,Mid,Full-time,45442,65665,Hybrid,575,55554
JOB-23747,Senior Data Scientist,18,12,1002,Mid,Full-time,110487,115759,Remote,157,113123
JOB-23748,Data Engineer,11,4,1002,Entry,Full-time,114453,120529,Onsite,436,117491
JOB-23749,Machine Learning Engineer,12,7,1002,Senior,Contract,97882,124604,Onsite,17,111243
JOB-23750,Data Scientist,5,9,1006,Entry,Part-time,91229,97027,Onsite,142,94128
JOB-23751,Senior Data Analyst,4,6,1003,Senior,Contract,61386,89498,Remote,185,75442
JOB-23752,Data Analyst,11,3,1001,Entry,Full-time,64595,95517,Remote,504,80056
JOB-23753,Data Analyst,17,12,1005,Entry,Part-time,53643,63709,Hybrid,226,58676
JOB-23754,Senior Data Engineer,2,10,1006,Lead,Contract,143316,152118,Onsite,156,147717
JOB-23755,Data Scientist,5,12,1006,Senior,Full-time,149021,173021,Onsite,17,161021
JOB-23756,Data Engineer,4,13,1001,Lead,Contract,151366,182191,Hybrid,404,166779
JOB-23757,Business Intelligence Analyst,13,4,1005,Entry,Contract,53017,84307,Onsite,64,68662
JOB-23758,Data Engineer,14,1,1001,Senior,Part-time,123374,151378,Onsite,594,137376
JOB-23759,Machine Learning Engineer,2,3,1001,Mid,Contract,120369,143433,Hybrid,469,131901
JOB-23760,AI Engineer,12,8,1004,Lead,Contract,162863,192522,Onsite,402,177693
JOB-23761,AI Engineer,5,6,1001,Lead,Part-time,118215,144420,Remote,213,131318
JOB-23762,Data Analyst,7,1,1004,Entry,Contract,66862,94277,Hybrid,114,80570
JOB-23763,Machine Learning Engineer,18,2,1001,Mid,Full-time,95526,126999,Hybrid,484,111263
JOB-23764,Analytics Engineer,7,1,1001,Mid,Full-time,124376,130422,Remote,407,127399
JOB-23765,Senior Data Engineer,2,4,1004,Entry,Contract,115966,125345,Hybrid,208,120656
JOB-23766,Senior Data Analyst,9,10,1002,Entry,Full-time,55009,74364,Hybrid,146,64687
JOB-23767,Machine Learning Engineer,9,5,1003,Senior,Contract,113641,147557,Hybrid,556,130599
JOB-23768,AI Engineer,3,2,1002,Mid,Part-time,109237,135310,Remote,111,122274
JOB-23769,Data Engineer,13,7,1006,Mid,Contract,95639,114810,Hybrid,498,105225
JOB-23770,Data Engineer,19,2,1006,Lead,Contract,114750,140774,Onsite,552,127762
JOB-23771,Analytics Engineer,18,11,1001,Lead,Part-time,133778,149041,Onsite,394,141410
JOB-23772,Senior Data Engineer,18,7,1006,Senior,Full-time,155940,164676,Remote,397,160308
JOB-23773,Analytics Engineer,3,10,1004,Mid,Full-time,96477,129710,Remote,433,113094
JOB-23774,Senior Data Engineer,12,6,1003,Senior,Full-time,163756,189154,Remote,110,176455
JOB-23775,Senior Data Engineer,14,8,1005,Entry,Full-time,166567,200002,Hybrid,304,183285
JOB-23776,Senior Data Engineer,11,11,1004,Senior,Part-time,170986,180739,Onsite,470,175863
JOB-23777,Machine Learning Engineer,4,4,1005,Lead,Part-time,169067,177591,Remote,342,173329
JOB-23778,AI Engineer,17,11,1006,Mid,Contract,157079,166067,Remote,312,161573
JOB-23779,Data Analyst,3,6,1005,Entry,Contract,64735,77812,Remote,236,71274
JOB-23780,AI Engineer,10,12,1006,Entry,Contract,143170,153125,Remote,296,148148
JOB-23781,Machine Learning Engineer,12,3,1002,Senior,Contract,174784,195251,Onsite,335,185018
JOB-23782,Business Intelligence Analyst,15,1,1006,Senior,Contract,84464,116943,Remote,360,100704
JOB-23783,AI Engineer,10,10,1004,Mid,Part-time,168713,178810,Hybrid,417,173762
JOB-23784,Senior Data Engineer,14,8,1002,Lead,Full-time,103783,132655,Onsite,534,118219
JOB-23785,Data Analyst,18,9,1006,Mid,Part-time,60682,88495,Remote,435,74589
JOB-23786,Senior Data Analyst,5,2,1004,Mid,Part-time,56330,81977,Remote,106,69154
JOB-23787,Data Scientist,19,2,1004,Lead,Contract,126838,135993,Onsite,377,131416
JOB-23788,Analytics Engineer,7,13,1006,Mid,Full-time,160315,192643,Remote,117,176479
JOB-23789,Business Intelligence Analyst,8,3,1001,Senior,Part-time,82704,117293,Onsite,444,99999
JOB-23790,Business Intelligence Analyst,4,8,1003,Entry,Full-time,71736,103537,Hybrid,588,87637
JOB-23791,Senior Data Scientist,1,13,1002,Lead,Part-time,84006,90927,Remote,583,87467
JOB-23792,Business Intelligence Analyst,12,5,1005,Lead,Full-time,58008,70862,Onsite,359,64435
JOB-23793,Analytics Engineer,16,4,1006,Senior,Full-time,150845,179973,Onsite,352,165409
JOB-23794,Business Intelligence Analyst,13,7,1005,Senior,Part-time,80057,97048,Hybrid,189,88553
JOB-23795,Business Intelligence Analyst,5,13,1004,Senior,Part-time,77224,83549,Hybrid,289,80387
JOB-23796,Senior Data Scientist,19,9,1002,Senior,Full-time,144323,155903,Onsite,417,150113
JOB-23797,Data Engineer,18,5,1006,Lead,Contract,121311,154122,Remote,20,137717
JOB-23798,Machine Learning Engineer,15,5,1002,Mid,Full-time,166848,199474,Onsite,542,183161
JOB-23799,Senior Data Engineer,9,11,1003,Senior,Full-time,166516,175550,Hybrid,318,171033
JOB-23800,Senior Data Analyst,3,7,1002,Mid,Part-time,68477,98873,Hybrid,10,83675
JOB-23801,Analytics Engineer,19,9,1005,Entry,Contract,171720,181645,Hybrid,418,176683
JOB-23802,Senior Data Scientist,5,8,1002,Lead,Contract,116059,148591,Remote,25,132325
JOB-23803,Machine Learning Engineer,17,7,1005,Senior,Contract,171482,178408,Onsite,427,174945
JOB-23804,Senior Data Analyst,7,9,1002,Mid,Part-time,62848,76671,Onsite,541,69760
JOB-23805,Senior Data Analyst,12,4,1001,Senior,Contract,78626,106454,Remote,496,92540
JOB-23806,Analytics Engineer,6,10,1005,Lead,Part-time,124281,142492,Onsite,261,133387
JOB-23807,Senior Data Engineer,16,9,1005,Senior,Full-time,116086,132323,Onsite,557,124205
JOB-23808,Data Analyst,10,6,1003,Senior,Full-time,67293,88057,Hybrid,64,77675
JOB-23809,Senior Data Analyst,20,3,1003,Mid,Contract,47176,66249,Hybrid,390,56713
JOB-23810,Senior Data Engineer,3,7,1001,Mid,Contract,133728,147814,Remote,275,140771
JOB-23811,Data Analyst,7,11,1003,Lead,Part-time,80541,111856,Hybrid,113,96199
JOB-23812,Data Scientist,10,6,1001,Senior,Full-time,137868,145999,Hybrid,245,141934
JOB-23813,Senior Data Scientist,1,8,1002,Entry,Full-time,108961,128180,Hybrid,186,118571
JOB-23814,Data Engineer,8,5,1004,Lead,Full-time,114813,142544,Hybrid,465,128679
JOB-23815,Senior Data Engineer,5,8,1001,Senior,Part-time,138516,171194,Remote,577,154855
JOB-23816,Machine Learning Engineer,14,10,1003,Senior,Contract,112247,132537,Hybrid,113,122392
JOB-23817,AI Engineer,8,4,1006,Lead,Full-time,98112,121226,Remote,297,109669
JOB-23818,Analytics Engineer,14,3,1003,Entry,Part-time,95386,118468,Onsite,290,106927
JOB-23819,Senior Data Scientist,20,4,1001,Senior,Full-time,96441,104467,Onsite,260,100454
JOB-23820,Machine Learning Engineer,3,9,1001,Mid,Contract,108397,128678,Hybrid,479,118538
JOB-23821,AI Engineer,3,9,1004,Mid,Part-time,114876,145742,Remote,123,130309
JOB-23822,Data Analyst,6,13,1004,Mid,Contract,71136,77893,Onsite,151,74515
JOB-23823,Data Engineer,18,9,1006,Mid,Full-time,106147,139035,Onsite,174,122591
JOB-23824,Machine Learning Engineer,11,1,1002,Senior,Part-time,158310,183652,Remote,15,170981
JOB-23825,Machine Learning Engineer,3,10,1005,Senior,Full-time,119421,152054,Remote,253,135738
JOB-23826,Data Scientist,19,8,1003,Mid,Contract,145219,159356,Remote,231,152288
JOB-23827,Data Analyst,7,3,1004,Lead,Full-time,85201,97595,Hybrid,250,91398
JOB-23828,AI Engineer,12,11,1003,Entry,Part-time,98280,126144,Hybrid,135,112212
JOB-23829,Business Intelligence Analyst,10,7,1002,Lead,Contract,84359,93569,Hybrid,576,88964
JOB-23830,AI Engineer,16,11,1001,Mid,Contract,104501,135880,Onsite,360,120191
JOB-23831,Data Engineer,9,12,1006,Mid,Contract,178122,212691,Onsite,396,195407
JOB-23832,Senior Data Scientist,14,7,1002,Mid,Contract,133914,162180,Remote,404,148047
JOB-23833,Analytics Engineer,11,2,1001,Mid,Full-time,125702,133028,Onsite,523,129365
JOB-23834,Data Analyst,2,7,1004,Entry,Contract,76516,82390,Remote,473,79453
JOB-23835,Senior Data Analyst,8,1,1002,Mid,Full-time,76944,92486,Remote,55,84715
JOB-23836,Analytics Engineer,10,9,1005,Senior,Part-time,176276,191115,Remote,573,183696
JOB-23837,Data Scientist,1,6,1004,Mid,Contract,94214,108850,Hybrid,600,101532
JOB-23838,Senior Data Engineer,11,11,1005,Entry,Full-time,108524,143363,Onsite,101,125944
JOB-23839,Data Analyst,16,12,1006,Senior,Full-time,75697,92179,Remote,29,83938
JOB-23840,Data Engineer,16,3,1001,Mid,Part-time,104081,110472,Onsite,381,107277
JOB-23841,Machine Learning Engineer,1,4,1003,Mid,Full-time,170185,191961,Onsite,353,181073
JOB-23842,Machine Learning Engineer,18,6,1001,Senior,Full-time,163566,189105,Hybrid,142,176336
JOB-23843,Data Analyst,14,4,1002,Entry,Part-time,62519,86168,Hybrid,361,74344
JOB-23844,Senior Data Engineer,3,7,1006,Senior,Contract,99726,131211,Remote,469,115469
JOB-23845,Senior Data Engineer,19,12,1002,Mid,Full-time,132558,162968,Hybrid,180,147763
JOB-23846,Senior Data Analyst,14,7,1001,Entry,Part-time,53332,75487,Onsite,464,64410
JOB-23847,Senior Data Engineer,15,6,1005,Senior,Full-time,176638,189280,Remote,60,182959
JOB-23848,Analytics Engineer,11,1,1005,Lead,Part-time,144436,165312,Onsite,418,154874
JOB-23849,AI Engineer,14,2,1002,Senior,Full-time,172915,185577,Remote,12,179246
JOB-23850,Business Intelligence Analyst,7,1,1002,Lead,Part-time,87532,113627,Hybrid,155,100580
JOB-23851,Data Engineer,6,12,1001,Lead,Full-time,155931,164897,Onsite,532,160414
JOB-23852,Business Intelligence Analyst,6,12,1004,Entry,Full-time,74260,95361,Hybrid,43,84811
JOB-23853,Analytics Engineer,19,11,1002,Lead,Contract,147826,181114,Remote,573,164470
JOB-23854,Senior Data Analyst,7,4,1006,Mid,Contract,70676,94066,Remote,361,82371
JOB-23855,Senior Data Scientist,6,13,1003,Entry,Full-time,127948,145580,Remote,145,136764
JOB-23856,Business Intelligence Analyst,17,2,1004,Lead,Full-time,67593,74501,Remote,341,71047
JOB-23857,Data Analyst,15,9,1001,Mid,Full-time,76382,99702,Hybrid,513,88042
JOB-23858,Business Intelligence Analyst,1,5,1006,Entry,Contract,79850,87630,Hybrid,97,83740
JOB-23859,Data Engineer,17,10,1002,Lead,Contract,152233,180807,Remote,412,166520
JOB-23860,Senior Data Analyst,20,6,1001,Senior,Full-time,80273,87266,Onsite,90,83770
JOB-23861,Senior Data Scientist,16,12,1002,Lead,Contract,101178,122713,Hybrid,269,111946
JOB-23862,Data Analyst,12,3,1003,Mid,Full-time,72763,99473,Hybrid,423,86118
JOB-23863,Machine Learning Engineer,15,13,1002,Mid,Full-time,127132,154342,Remote,71,140737
JOB-23864,Analytics Engineer,11,7,1003,Entry,Part-time,159984,178071,Hybrid,378,169028
JOB-23865,Analytics Engineer,2,13,1006,Senior,Part-time,111445,122279,Remote,190,116862
JOB-23866,Analytics Engineer,19,2,1005,Lead,Part-time,139458,164803,Onsite,307,152131
JOB-23867,Analytics Engineer,16,13,1002,Mid,Contract,98679,108786,Onsite,443,103733
JOB-23868,Data Analyst,19,3,1003,Senior,Full-time,89460,96265,Onsite,246,92863
JOB-23869,Data Analyst,11,6,1005,Lead,Part-time,82462,117400,Hybrid,207,99931
JOB-23870,Senior Data Scientist,8,3,1001,Mid,Part-time,97465,131668,Onsite,463,114567
JOB-23871,Senior Data Scientist,14,4,1006,Entry,Contract,137162,151642,Onsite,134,144402
JOB-23872,Senior Data Analyst,2,2,1005,Entry,Contract,70939,104232,Onsite,534,87586
JOB-23873,Senior Data Scientist,16,4,1006,Senior,Full-time,104964,127655,Remote,581,116310
JOB-23874,AI Engineer,9,7,1003,Senior,Contract,113071,124940,Hybrid,57,119006
JOB-23875,Business Intelligence Analyst,1,8,1001,Senior,Part-time,55039,79840,Remote,468,67440
JOB-23876,Senior Data Scientist,8,10,1001,Senior,Part-time,136460,153185,Hybrid,115,144823
JOB-23877,Senior Data Analyst,10,12,1005,Mid,Part-time,49170,65245,Remote,294,57208
JOB-23878,Data Engineer,1,13,1001,Senior,Part-time,140854,150604,Hybrid,435,145729
JOB-23879,Senior Data Engineer,3,11,1001,Mid,Contract,142102,147990,Hybrid,287,145046
JOB-23880,Data Scientist,17,11,1002,Lead,Full-time,134779,153717,Onsite,545,144248
JOB-23881,Business Intelligence Analyst,6,4,1003,Lead,Full-time,75155,81647,Remote,351,78401
JOB-23882,Machine Learning Engineer,17,1,1001,Lead,Part-time,139171,160130,Remote,473,149651
JOB-23883,Analytics Engineer,3,1,1004,Mid,Part-time,144940,165052,Onsite,334,154996
JOB-23884,Data Scientist,16,5,1004,Lead,Part-time,122535,143205,Remote,350,132870
JOB-23885,Senior Data Scientist,2,7,1004,Senior,Contract,91485,97367,Onsite,89,94426
JOB-23886,Senior Data Engineer,6,8,1002,Senior,Part-time,137455,149924,Hybrid,526,143690
JOB-23887,Data Scientist,11,4,1001,Entry,Part-time,131023,152323,Remote,479,141673
JOB-23888,Analytics Engineer,9,1,1005,Entry,Contract,139956,155480,Remote,479,147718
JOB-23889,Data Engineer,20,8,1006,Senior,Contract,164869,189861,Onsite,311,177365
JOB-23890,Business Intelligence Analyst,12,1,1002,Lead,Contract,68253,91929,Hybrid,335,80091
JOB-23891,Senior Data Analyst,8,10,1002,Mid,Contract,52228,68069,Onsite,130,60149
JOB-23892,Analytics Engineer,4,5,1002,Senior,Full-time,129053,144221,Onsite,232,136637
JOB-23893,Senior Data Analyst,7,13,1005,Mid,Part-time,52949,60922,Remote,263,56936
JOB-23894,Data Engineer,15,9,1005,Mid,Part-time,168799,176183,Hybrid,545,172491
JOB-23895,Business Intelligence Analyst,11,8,1002,Mid,Contract,54173,81590,Onsite,414,67882
JOB-23896,Analytics Engineer,7,12,1005,Mid,Full-time,96084,102150,Onsite,47,99117
JOB-23897,Data Scientist,16,8,1002,Lead,Full-time,97590,126283,Hybrid,474,111937
JOB-23898,AI Engineer,8,9,1001,Mid,Part-time,172981,203462,Remote,74,188222
JOB-23899,AI Engineer,4,6,1002,Senior,Full-time,139005,155732,Onsite,127,147369
JOB-23900,Machine Learning Engineer,7,8,1006,Senior,Part-time,146534,178792,Onsite,336,162663
JOB-23901,Senior Data Scientist,9,5,1006,Lead,Contract,94002,99202,Remote,306,96602
JOB-23902,Data Scientist,20,10,1005,Entry,Full-time,139363,158927,Onsite,260,149145
JOB-23903,AI Engineer,1,7,1003,Senior,Contract,141661,155437,Hybrid,382,148549
JOB-23904,AI Engineer,10,9,1006,Entry,Full-time,102244,134605,Remote,311,118425
JOB-23905,Machine Learning Engineer,1,7,1005,Mid,Full-time,161536,179225,Remote,369,170381
JOB-23906,Data Scientist,1,5,1002,Entry,Part-time,118432,131450,Remote,304,124941
JOB-23907,Data Engineer,9,5,1001,Lead,Part-time,104508,124036,Hybrid,201,114272
